customer_id,enquiry_date,total_credit_cards,credit_utilization_ratio,oldest_account_months,recent_defaults
CUST05039,2023-07-11,8,0.13,205,1
CUST05040,2023-03-08,2,0.57,89,0
CUST05041,2024-12-29,5,0.78,160,3
CUST05042,2023-12-21,5,0.92,230,0
CUST05043,2023-04-25,2,0.56,192,0
CUST05044,2023-04-21,6,0.16,25,1
CUST05045,2024-11-08,2,0.17,131,3
CUST05046,2024-01-28,5,0.85,221,0
CUST05047,2023-01-08,6,0.32,229,2
CUST05048,2023-01-09,0,0.54,39,0
CUST05049,2024-12-29,4,0.24,83,0
CUST05050,2024-05-20,8,0.36,141,1
CUST05051,2023-10-11,0,0.74,116,0
CUST05052,2023-01-11,1,0.42,231,0
CUST05053,2024-09-18,2,0.32,105,1
CUST05054,2024-08-29,3,0.26,179,0
CUST05055,2024-04-30,4,0.8,76,1
CUST05056,2024-01-11,7,0.26,128,0
CUST05057,2023-01-31,2,0.49,227,0
CUST05058,2024-06-28,7,0.76,32,3
CUST05059,2024-06-24,4,0.38,59,0
CUST05060,2023-12-07,8,0.58,20,0
CUST05061,2023-02-25,3,0.73,126,0
CUST05062,2023-09-04,3,0.11,226,0
CUST05063,2024-03-05,2,0.12,218,0
CUST05064,2023-05-07,0,0.09,109,0
CUST05065,2023-04-22,7,0.62,179,0
CUST05066,2023-02-01,5,0.29,117,0
CUST05067,2024-11-23,3,0.26,75,1
CUST05068,2023-05-20,0,0.36,210,0
CUST05069,2023-07-17,2,0.23,231,3
CUST05070,2023-03-12,4,0.68,82,3
CUST05071,2023-06-04,4,0.58,173,0
CUST05072,2024-01-24,3,0.37,123,1
CUST05073,2024-04-02,0,0.39,168,0
CUST05074,2024-04-01,7,0.4,194,0
CUST05075,2023-10-19,8,0.53,152,1
CUST05076,2023-03-27,6,0.13,7,0
CUST05077,2024-10-10,6,0.07,211,0
CUST05078,2023-02-11,6,0.54,212,1
CUST05079,2023-10-08,7,0.71,193,1
CUST05080,2024-01-26,8,0.08,205,0
CUST05081,2024-11-28,5,0.61,224,0
CUST05082,2023-02-05,4,0.35,227,0
CUST05083,2024-08-30,8,0.22,93,0
CUST05084,2023-08-03,0,0.39,137,0
CUST05085,2024-09-23,5,0.87,60,3
CUST05086,2024-03-28,4,0.51,172,1
CUST05087,2024-02-10,3,0.12,191,0
CUST05088,2024-09-05,0,0.36,52,0
CUST05089,2024-10-07,0,0.39,125,0
CUST05090,2024-06-20,8,0.5,143,0
CUST05091,2024-03-14,3,0.11,208,0
CUST05092,2023-06-16,8,0.25,56,0
CUST05093,2023-01-13,7,0.39,223,0
CUST05094,2023-03-01,4,0.52,226,0
CUST05095,2024-08-13,6,0.77,85,0
CUST05096,2024-11-27,2,0.92,145,0
CUST05097,2023-10-04,3,0.13,190,0
CUST05098,2023-06-15,2,0.39,180,0
CUST05099,2024-06-14,0,0.73,206,0
CUST05100,2024-01-18,2,0.56,44,0
CUST05101,2024-06-29,7,0.13,133,0
CUST05102,2023-09-07,2,0.16,111,1
CUST05103,2024-11-05,6,0.15,48,2
CUST05104,2023-06-13,6,0.92,103,0
CUST05105,2024-12-18,8,0.19,167,0
CUST05106,2024-09-11,4,0.16,219,1
CUST05107,2024-12-06,2,0.63,40,0
CUST05108,2023-02-22,7,0.81,144,0
CUST05109,2024-06-11,5,0.61,123,0
CUST05110,2023-07-12,4,0.24,231,0
CUST05111,2024-11-14,4,0.17,157,0
CUST05112,2024-02-14,3,0.24,172,0
CUST05113,2023-04-05,6,0.6,127,0
CUST05114,2024-02-20,5,0.78,99,0
CUST05115,2023-10-09,3,0.09,146,0
CUST05116,2024-03-18,5,0.54,141,0
CUST05117,2023-03-31,8,0.87,8,2
CUST05118,2024-07-23,8,0.86,100,1
CUST05119,2024-11-10,1,0.94,39,0
CUST05120,2023-03-16,6,0.92,95,2
CUST05121,2024-10-21,4,0.19,191,2
CUST05122,2023-04-12,2,0.51,120,1
CUST05123,2023-04-01,3,0.73,11,0
CUST05124,2024-09-11,4,0.22,207,0
CUST05125,2024-01-18,8,0.92,90,1
CUST05126,2024-03-30,4,0.2,208,0
CUST05127,2023-08-29,1,0.53,178,1
CUST05128,2024-03-18,2,0.35,122,0
CUST05129,2023-10-08,7,0.92,108,0
CUST05130,2024-11-23,0,0.66,44,0
CUST05131,2024-05-19,1,0.85,123,2
CUST05132,2024-03-30,8,0.45,72,2
CUST05133,2024-01-10,7,0.92,95,2
CUST05134,2024-09-10,1,0.08,171,0
CUST05135,2024-05-17,3,0.68,75,0
CUST05136,2024-04-11,8,0.55,76,0
CUST05137,2024-04-11,2,0.07,105,0
CUST05138,2023-12-18,7,0.34,231,0
CUST05139,2024-05-13,5,0.57,116,0
CUST05140,2024-04-15,1,0.84,215,3
CUST05141,2024-05-27,0,0.2,129,3
CUST05142,2023-12-12,1,0.23,211,2
CUST05143,2024-02-21,3,0.55,238,1
CUST05144,2024-01-16,2,0.49,180,0
CUST05145,2023-12-26,6,0.82,14,0
CUST05146,2023-11-22,7,0.35,126,0
CUST05147,2024-11-26,0,0.28,107,0
CUST05148,2024-06-22,3,0.35,175,2
CUST05149,2023-11-06,0,0.74,165,1
CUST05150,2024-01-08,1,0.27,17,0
CUST05151,2024-03-22,3,0.3,140,0
CUST05152,2023-07-24,7,0.59,102,0
CUST05153,2023-09-30,1,0.26,51,3
CUST05154,2024-12-07,6,0.54,104,1
CUST05155,2024-11-26,2,0.45,125,2
CUST05156,2023-02-10,2,0.21,84,1
CUST05157,2023-01-04,4,0.43,104,2
CUST05158,2023-06-26,2,0.21,40,0
CUST05159,2024-06-29,4,0.43,85,0
CUST05160,2024-11-04,4,0.75,189,0
CUST05161,2023-04-09,8,0.77,119,1
CUST05162,2024-03-28,0,0.6,125,0
CUST05163,2023-04-18,4,0.58,222,1
CUST05164,2024-06-17,2,0.31,218,0
CUST05165,2023-10-11,2,0.2,55,0
CUST05166,2024-03-01,6,0.39,95,0
CUST05167,2024-09-14,2,0.53,123,0
CUST05168,2024-06-19,5,0.05,57,0
CUST05169,2023-07-09,3,0.46,8,0
CUST05170,2024-07-27,6,0.51,101,2
CUST05171,2024-07-10,6,0.66,171,0
CUST05172,2024-03-06,0,0.14,121,0
CUST05173,2024-09-29,4,0.13,212,1
CUST05174,2023-04-06,1,0.2,105,2
CUST05175,2024-08-11,5,0.89,36,0
CUST05176,2023-05-13,8,0.38,28,0
CUST05177,2024-10-14,5,0.74,86,0
CUST05178,2024-03-20,0,0.27,27,1
CUST05179,2024-04-22,8,0.94,62,0
CUST05180,2024-03-06,6,0.18,26,1
CUST05181,2023-11-26,8,0.66,12,0
CUST05182,2023-09-17,5,0.21,39,2
CUST05183,2023-03-01,3,0.29,198,0
CUST05184,2024-12-08,3,0.08,87,1
CUST05185,2024-01-09,1,0.1,82,0
CUST05186,2023-03-11,7,0.68,76,0
CUST05187,2024-03-21,8,0.09,61,0
CUST05188,2024-12-28,0,0.28,100,0
CUST05189,2023-02-25,0,0.14,170,1
CUST05190,2024-08-02,4,0.42,168,3
CUST05191,2023-12-30,0,0.24,188,0
CUST05192,2023-11-14,1,0.63,73,0
CUST05193,2024-08-15,6,0.16,240,1
CUST05194,2023-09-12,0,0.34,179,0
CUST05195,2023-02-10,1,0.59,136,3
CUST05196,2024-09-01,4,0.45,169,3
CUST05197,2023-01-25,3,0.32,208,1
CUST05198,2024-12-20,3,0.67,200,2
CUST05199,2023-10-23,7,0.36,107,0
CUST05200,2024-05-12,3,0.69,127,0
CUST05201,2023-03-20,1,0.76,211,0
CUST05202,2023-11-01,6,0.72,143,0
CUST05203,2023-07-10,2,0.38,171,0
CUST05204,2024-04-06,1,0.41,216,0
CUST05205,2023-05-25,0,0.05,68,2
CUST05206,2023-05-30,0,0.91,140,0
CUST05207,2023-06-13,0,0.56,210,0
CUST05208,2024-03-06,0,0.3,122,0
CUST05209,2024-02-21,0,0.24,174,0
CUST05210,2024-12-06,5,0.12,225,0
CUST05211,2024-07-30,1,0.7,138,0
CUST05212,2024-10-22,7,0.93,116,2
CUST05213,2024-09-25,7,0.88,81,0
CUST05214,2024-03-03,8,0.74,121,3
CUST05215,2024-08-03,5,0.63,201,0
CUST05216,2024-02-04,3,0.39,39,1
CUST05217,2024-11-29,6,0.52,205,0
CUST05218,2023-05-15,2,0.33,81,1
CUST05219,2023-04-09,2,0.18,190,1
CUST05220,2023-01-31,8,0.71,152,0
CUST05221,2024-06-06,3,0.51,160,0
CUST05222,2024-11-30,2,0.71,215,1
CUST05223,2023-03-06,5,0.63,123,0
CUST05224,2024-06-22,2,0.51,14,2
CUST05225,2023-07-06,0,0.32,209,0
CUST05226,2024-07-01,4,0.5,208,0
CUST05227,2023-04-27,4,0.65,72,0
CUST05228,2023-11-06,5,0.41,233,0
CUST05229,2023-07-01,5,0.89,56,0
CUST05230,2023-03-02,5,0.78,159,0
CUST05231,2023-11-14,8,0.16,196,0
CUST05232,2023-02-10,3,0.61,156,0
CUST05233,2023-02-19,5,0.06,226,1
CUST05234,2024-03-08,0,0.91,108,0
CUST05235,2024-05-27,5,0.4,239,0
CUST05236,2023-10-31,5,0.58,23,0
CUST05237,2023-11-16,1,0.43,91,0
CUST05238,2024-09-12,4,0.45,164,1
CUST05239,2024-09-13,0,0.42,181,0
CUST05240,2024-08-14,2,0.44,83,0
CUST05241,2024-10-13,5,0.4,57,0
CUST05242,2023-10-04,3,0.93,62,0
CUST05243,2024-01-23,1,0.55,7,0
CUST05244,2024-10-19,0,0.65,176,1
CUST05245,2024-05-15,1,0.52,137,0
CUST05246,2024-05-21,0,0.3,143,0
CUST05247,2024-06-29,0,0.16,170,0
CUST05248,2024-02-19,2,0.53,118,0
CUST05249,2023-09-28,3,0.09,62,0
CUST05250,2023-01-01,3,0.27,236,0
CUST05251,2023-11-26,8,0.37,131,0
CUST05252,2023-04-14,0,0.76,114,0
CUST05253,2024-12-05,8,0.25,125,0
CUST05254,2023-08-20,8,0.29,139,0
CUST05255,2023-10-31,3,0.28,156,0
CUST05256,2024-09-02,5,0.74,32,0
CUST05257,2024-08-10,7,0.88,130,3
CUST05258,2023-11-10,8,0.15,156,0
CUST05259,2023-08-17,4,0.17,62,0
CUST05260,2023-12-07,7,0.88,137,0
CUST05261,2024-09-20,5,0.27,101,0
CUST05262,2024-05-17,3,0.92,149,0
CUST05263,2024-04-04,5,0.84,99,0
CUST05264,2023-03-14,0,0.35,48,1
CUST05265,2023-03-29,3,0.91,163,0
CUST05266,2023-04-12,3,0.66,86,1
CUST05267,2023-11-18,0,0.08,108,3
CUST05268,2024-12-20,3,0.35,238,1
CUST05269,2023-12-24,4,0.93,152,0
CUST05270,2023-09-01,2,0.74,125,1
CUST05271,2024-09-24,5,0.43,240,0
CUST05272,2024-02-07,5,0.8,206,0
CUST05273,2023-07-14,7,0.37,208,1
CUST05274,2023-07-23,8,0.78,208,0
CUST05275,2023-01-09,5,0.73,58,3
CUST05276,2023-01-04,2,0.54,127,2
CUST05277,2023-04-01,7,0.33,180,0
CUST05278,2023-09-10,3,0.71,212,0
CUST05279,2023-05-03,1,0.75,88,0
CUST05280,2023-10-06,1,0.14,129,0
CUST05281,2023-11-21,0,0.25,97,0
CUST05282,2024-10-31,0,0.32,119,0
CUST05283,2024-03-10,8,0.33,114,0
CUST05284,2024-10-09,4,0.6,101,3
CUST05285,2023-12-16,0,0.28,202,0
CUST05286,2023-07-24,8,0.83,70,0
CUST05287,2024-04-25,1,0.76,240,0
CUST05288,2023-02-14,6,0.12,27,0
CUST05289,2024-03-30,1,0.4,169,0
CUST05290,2024-02-01,8,0.33,92,0
CUST05291,2024-04-18,1,0.44,101,0
CUST05292,2024-09-25,8,0.27,206,2
CUST05293,2023-11-07,3,0.45,225,1
CUST05294,2023-11-13,0,0.74,107,0
CUST05295,2024-11-16,5,0.32,169,0
CUST05296,2024-08-23,3,0.2,227,0
CUST05297,2024-09-24,4,0.55,27,0
CUST05298,2023-09-12,2,0.33,106,0
CUST05299,2023-12-28,4,0.29,114,2
CUST05300,2023-09-14,3,0.37,234,0
CUST05301,2023-06-20,0,0.5,127,0
CUST05302,2023-05-29,8,0.48,221,0
CUST05303,2024-08-12,7,0.47,224,0
CUST05304,2023-01-27,5,0.84,152,0
CUST05305,2024-08-29,5,0.24,179,0
CUST05306,2024-02-13,3,0.36,234,0
CUST05307,2024-07-13,7,0.08,123,0
CUST05308,2024-02-13,3,0.9,41,0
CUST05309,2023-07-12,5,0.38,200,0
CUST05310,2023-03-20,0,0.2,142,0
CUST05311,2023-12-14,2,0.07,50,0
CUST05312,2024-02-24,8,0.93,128,0
CUST05313,2023-10-27,5,0.37,83,0
CUST05314,2023-10-06,8,0.89,79,0
CUST05315,2023-06-10,4,0.58,45,0
CUST05316,2024-09-12,8,0.85,35,0
CUST05317,2024-08-29,6,0.13,164,0
CUST05318,2024-10-11,3,0.62,233,2
CUST05319,2024-04-27,3,0.61,63,0
CUST05320,2024-07-16,4,0.29,73,0
CUST05321,2024-09-20,1,0.14,151,0
CUST05322,2024-12-08,2,0.29,26,0
CUST05323,2024-11-19,7,0.24,97,0
CUST05324,2024-03-18,0,0.35,158,0
CUST05325,2023-09-15,8,0.91,110,1
CUST05326,2023-02-14,3,0.76,92,3
CUST05327,2024-09-10,5,0.9,222,2
CUST05328,2023-05-18,2,0.54,49,0
CUST05329,2023-05-24,1,0.71,18,0
CUST05330,2023-10-24,6,0.93,125,0
CUST05331,2023-01-09,5,0.55,56,1
CUST05332,2023-10-22,4,0.27,224,2
CUST05333,2024-10-25,5,0.06,91,2
CUST05334,2023-12-02,7,0.55,36,0
CUST05335,2023-03-04,1,0.32,16,2
CUST05336,2023-07-13,2,0.94,167,0
CUST05337,2023-09-14,8,0.46,184,0
CUST05338,2024-04-14,4,0.56,118,0
CUST05339,2023-03-24,5,0.54,128,0
CUST05340,2024-11-25,7,0.15,35,2
CUST05341,2023-06-21,5,0.46,188,0
CUST05342,2024-09-07,4,0.42,6,0
CUST05343,2023-04-17,3,0.32,48,2
CUST05344,2023-11-10,3,0.9,220,0
CUST05345,2023-08-08,2,0.38,21,2
CUST05346,2023-05-29,4,0.81,228,1
CUST05347,2024-04-13,8,0.89,135,2
CUST05348,2023-04-29,0,0.75,235,3
CUST05349,2023-04-04,7,0.75,91,0
CUST05350,2023-11-19,0,0.53,46,0
CUST05351,2023-08-30,4,0.68,189,0
CUST05352,2024-11-17,2,0.35,81,0
CUST05353,2024-10-12,7,0.45,34,0
CUST05354,2024-09-09,8,0.3,72,0
CUST05355,2023-07-18,3,0.06,106,0
CUST05356,2023-06-11,6,0.48,124,0
CUST05357,2023-09-20,4,0.6,93,0
CUST05358,2024-06-15,2,0.21,207,0
CUST05359,2023-06-03,8,0.89,124,0
CUST05360,2024-11-12,7,0.63,83,0
CUST05361,2024-11-08,1,0.37,27,0
CUST05362,2023-03-05,8,0.81,103,0
CUST05363,2024-02-01,2,0.22,124,0
CUST05364,2024-08-25,1,0.61,63,0
CUST05365,2023-01-15,7,0.46,191,0
CUST05366,2023-11-24,2,0.61,63,0
CUST05367,2023-07-08,5,0.41,185,1
CUST05368,2023-04-09,4,0.14,117,0
CUST05369,2024-02-11,8,0.64,147,0
CUST05370,2024-06-23,2,0.42,217,0
CUST05371,2023-05-09,6,0.74,145,2
CUST05372,2023-02-14,7,0.92,32,0
CUST05373,2024-11-08,0,0.09,193,0
CUST05374,2024-04-11,4,0.64,73,0
CUST05375,2024-09-29,5,0.54,122,2
CUST05376,2024-09-04,0,0.28,227,0
CUST05377,2023-07-26,6,0.89,28,0
CUST05378,2024-05-20,6,0.81,150,0
CUST05379,2024-10-22,5,0.87,196,1
CUST05380,2024-03-23,2,0.41,63,0
CUST05381,2024-03-08,3,0.44,129,1
CUST05382,2024-10-13,2,0.13,166,1
CUST05383,2024-07-25,2,0.46,196,2
CUST05384,2023-12-26,0,0.18,231,0
CUST05385,2024-07-28,6,0.24,57,0
CUST05386,2023-08-21,5,0.15,234,1
CUST05387,2024-02-11,3,0.14,106,0
CUST05388,2023-07-03,4,0.47,66,0
CUST05389,2024-04-20,0,0.69,13,0
CUST05390,2023-10-24,3,0.52,235,0
CUST05391,2023-02-05,3,0.52,222,1
CUST05392,2023-04-22,4,0.39,104,0
CUST05393,2023-11-02,3,0.93,168,0
CUST05394,2024-01-08,3,0.59,130,0
CUST05395,2023-05-07,5,0.52,185,2
CUST05396,2023-02-23,2,0.61,150,0
CUST05397,2024-12-10,6,0.89,33,1
CUST05398,2024-12-01,1,0.29,205,1
CUST05399,2024-04-27,6,0.36,12,0
CUST05400,2023-05-19,2,0.65,240,2
CUST05401,2023-02-08,2,0.15,78,0
CUST05402,2023-01-18,0,0.94,128,0
CUST05403,2023-04-24,1,0.72,13,2
CUST05404,2023-11-25,5,0.07,137,3
CUST05405,2023-09-08,3,0.34,58,0
CUST05406,2023-03-14,8,0.92,133,0
CUST05407,2024-05-27,3,0.18,178,0
CUST05408,2024-06-28,1,0.5,81,0
CUST05409,2024-04-01,0,0.51,230,0
CUST05410,2024-07-15,3,0.78,207,0
CUST05411,2024-04-21,1,0.66,229,2
CUST05412,2024-10-22,2,0.93,30,0
CUST05413,2023-02-23,7,0.19,153,0
CUST05414,2023-02-17,1,0.1,6,0
CUST05415,2023-06-26,0,0.57,167,0
CUST05416,2023-06-06,0,0.24,207,1
CUST05417,2024-05-22,5,0.16,225,1
CUST05418,2023-09-27,4,0.89,34,1
CUST05419,2023-07-24,5,0.2,185,2
CUST05420,2024-09-05,7,0.41,139,0
CUST05421,2023-04-21,2,0.56,180,0
CUST05422,2023-11-01,6,0.28,17,2
CUST05423,2023-05-08,6,0.85,78,0
CUST05424,2023-04-20,1,0.41,211,2
CUST05425,2023-07-28,8,0.34,133,0
CUST05426,2024-03-29,5,0.95,14,0
CUST05427,2024-05-30,0,0.17,50,0
CUST05428,2023-04-17,2,0.75,24,0
CUST05429,2024-09-07,1,0.12,74,1
CUST05430,2023-10-10,7,0.42,165,0
CUST05431,2023-06-24,2,0.07,62,0
CUST05432,2024-03-22,8,0.46,87,0
CUST05433,2023-05-10,3,0.14,79,0
CUST05434,2024-02-02,3,0.8,82,0
CUST05435,2023-03-18,6,0.1,123,0
CUST05436,2024-03-11,6,0.63,211,0
CUST05437,2023-07-19,7,0.88,162,0
CUST05438,2023-08-15,1,0.3,61,0
CUST05439,2023-05-27,4,0.6,26,0
CUST05440,2024-12-29,1,0.88,120,0
CUST05441,2024-05-12,7,0.41,135,0
CUST05442,2023-07-11,5,0.09,102,0
CUST05443,2024-12-13,4,0.94,27,0
CUST05444,2024-08-21,1,0.38,52,1
CUST05445,2023-11-22,4,0.45,69,2
CUST05446,2023-09-26,0,0.73,137,1
CUST05447,2023-06-14,8,0.83,63,0
CUST05448,2023-08-22,6,0.16,29,0
CUST05449,2024-04-20,5,0.16,89,0
CUST05450,2024-09-29,0,0.86,109,1
CUST05451,2024-03-21,2,0.4,154,0
CUST05452,2023-09-02,8,0.1,86,0
CUST05453,2023-08-09,4,0.82,30,0
CUST05454,2023-01-27,2,0.68,68,2
CUST05455,2023-04-06,0,0.57,187,0
CUST05456,2024-07-05,4,0.2,153,0
CUST05457,2024-06-29,3,0.11,129,0
CUST05458,2024-08-15,4,0.45,179,2
CUST05459,2024-09-01,1,0.44,42,0
CUST05460,2024-02-20,6,0.81,91,1
CUST05461,2024-08-28,5,0.65,224,0
CUST05462,2024-04-05,4,0.15,179,1
CUST05463,2024-12-08,2,0.72,164,1
CUST05464,2023-09-11,6,0.73,67,2
CUST05465,2024-11-18,1,0.45,60,3
CUST05466,2024-05-16,8,0.66,55,1
CUST05467,2023-02-28,1,0.92,9,0
CUST05468,2024-11-25,8,0.17,20,0
CUST05469,2024-06-07,0,0.59,7,0
CUST05470,2023-07-25,6,0.32,87,0
CUST05471,2023-08-13,1,0.74,24,0
CUST05472,2024-02-04,5,0.12,153,0
CUST05473,2024-03-30,6,0.74,103,0
CUST05474,2023-04-22,6,0.16,65,2
CUST05475,2023-06-07,1,0.91,236,0
CUST05476,2024-03-11,6,0.35,113,1
CUST05477,2024-03-22,4,0.36,206,0
CUST05478,2024-04-17,3,0.48,18,3
CUST05479,2024-11-21,1,0.29,209,1
CUST05480,2024-01-14,0,0.33,185,0
CUST05481,2023-08-20,4,0.43,60,0
CUST05482,2023-02-13,4,0.11,236,3
CUST05483,2024-06-26,5,0.78,46,1
CUST05484,2024-09-17,5,0.82,223,0
CUST05485,2024-05-13,0,0.11,55,3
CUST05486,2024-07-11,6,0.86,98,2
CUST05487,2023-05-04,6,0.08,222,3
CUST05488,2023-05-30,6,0.77,199,0
CUST05489,2024-08-08,4,0.17,104,0
CUST05490,2023-11-18,8,0.81,192,1
CUST05491,2024-03-22,0,0.13,177,0
CUST05492,2023-04-02,8,0.33,222,1
CUST05493,2023-02-24,6,0.4,42,0
CUST05494,2023-06-25,6,0.8,44,0
CUST05495,2024-11-05,3,0.53,125,3
CUST05496,2024-05-05,1,0.56,27,0
CUST05497,2024-04-23,1,0.22,30,0
CUST05498,2024-07-13,5,0.32,225,1
CUST05499,2024-11-08,4,0.25,64,0
CUST05500,2024-02-05,0,0.48,63,0
CUST05501,2024-04-20,8,0.42,155,0
CUST05502,2023-06-29,5,0.5,88,0
CUST05503,2024-11-13,1,0.75,222,2
CUST05504,2023-07-10,1,0.47,124,0
CUST05505,2023-04-09,4,0.29,168,0
CUST05506,2023-12-12,8,0.3,20,0
CUST05507,2023-02-08,0,0.26,103,0
CUST05508,2024-09-22,8,0.86,61,0
CUST05509,2024-02-01,8,0.34,190,0
CUST05510,2024-06-26,3,0.55,78,0
CUST05511,2024-01-03,1,0.91,85,3
CUST05512,2024-05-30,8,0.53,240,0
CUST05513,2024-12-09,2,0.23,15,0
CUST05514,2023-07-27,6,0.14,165,1
CUST05515,2023-03-04,2,0.57,24,0
CUST05516,2023-10-21,7,0.26,6,0
CUST05517,2024-04-01,5,0.94,122,0
CUST05518,2023-01-18,6,0.15,146,0
CUST05519,2024-01-16,5,0.87,75,1
CUST05520,2023-11-26,2,0.92,84,0
CUST05521,2023-01-04,0,0.76,223,0
CUST05522,2024-04-04,6,0.86,185,0
CUST05523,2024-07-13,6,0.31,239,0
CUST05524,2023-12-09,6,0.65,165,3
CUST05525,2023-12-30,1,0.85,45,1
CUST05526,2023-10-04,4,0.61,133,0
CUST05527,2024-04-29,8,0.53,178,0
CUST05528,2024-09-29,8,0.33,47,0
CUST05529,2023-01-09,0,0.09,115,0
CUST05530,2024-01-31,8,0.18,78,0
CUST05531,2024-07-30,2,0.48,240,0
CUST05532,2024-07-07,8,0.86,101,0
CUST05533,2024-04-24,0,0.45,21,0
CUST05534,2024-06-21,1,0.45,234,0
CUST05535,2024-07-17,0,0.88,63,1
CUST05536,2024-05-02,0,0.29,125,1
CUST05537,2023-09-21,8,0.05,60,0
CUST05538,2023-12-22,0,0.58,170,0
CUST05539,2023-03-20,7,0.24,235,0
CUST05540,2024-09-25,2,0.21,186,2
CUST05541,2023-01-21,8,0.65,213,0
CUST05542,2024-09-02,7,0.49,46,0
CUST05543,2023-01-30,4,0.1,129,1
CUST05544,2024-12-06,5,0.15,27,1
CUST05545,2023-06-05,3,0.65,161,0
CUST05546,2023-08-13,0,0.38,51,0
CUST05547,2024-09-12,2,0.43,106,2
CUST05548,2024-08-31,4,0.43,84,0
CUST05549,2023-01-20,5,0.26,167,0
CUST05550,2024-12-21,2,0.15,146,0
CUST05551,2023-11-22,1,0.61,86,0
CUST05552,2023-03-16,7,0.18,57,0
CUST05553,2023-03-08,4,0.36,178,0
CUST05554,2023-09-20,8,0.22,187,0
CUST05555,2024-11-25,5,0.1,116,0
CUST05556,2023-05-21,0,0.51,182,2
CUST05557,2023-05-28,0,0.87,156,0
CUST05558,2024-01-22,7,0.31,139,0
CUST05559,2023-04-12,6,0.48,14,0
CUST05560,2024-11-04,2,0.26,145,1
CUST05561,2023-09-09,7,0.75,26,2
CUST05562,2023-09-06,7,0.6,22,0
CUST05563,2023-07-03,2,0.5,130,1
CUST05564,2023-06-04,6,0.53,95,0
CUST05565,2023-12-22,2,0.7,84,1
CUST05566,2023-11-04,8,0.33,54,0
CUST05567,2023-04-25,2,0.78,103,0
CUST05568,2024-04-08,1,0.2,72,0
CUST05569,2024-03-04,2,0.61,77,0
CUST05570,2023-10-18,7,0.5,138,0
CUST05571,2024-02-02,4,0.2,231,0
CUST05572,2023-06-09,4,0.82,220,0
CUST05573,2024-11-08,5,0.1,123,1
CUST05574,2024-07-17,5,0.86,197,1
CUST05575,2024-11-02,2,0.8,50,0
CUST05576,2023-10-22,6,0.87,141,3
CUST05577,2024-04-25,8,0.55,132,0
CUST05578,2024-03-02,4,0.7,233,0
CUST05579,2024-05-03,4,0.27,38,2
CUST05580,2023-01-06,7,0.89,142,0
CUST05581,2024-12-23,8,0.77,183,0
CUST05582,2023-12-11,8,0.87,76,3
CUST05583,2024-10-28,1,0.53,52,2
CUST05584,2024-04-11,6,0.85,223,1
CUST05585,2024-11-02,8,0.18,63,1
CUST05586,2023-11-02,3,0.13,218,0
CUST05587,2023-11-27,8,0.37,144,0
CUST05588,2024-01-18,7,0.08,19,0
CUST05589,2023-06-28,5,0.47,54,3
CUST05590,2023-08-15,4,0.46,114,2
CUST05591,2023-04-23,7,0.71,54,0
CUST05592,2023-05-25,2,0.51,91,1
CUST05593,2023-06-27,6,0.72,180,0
CUST05594,2023-10-17,6,0.15,14,0
CUST05595,2024-11-01,4,0.05,201,2
CUST05596,2024-07-25,1,0.49,46,1
CUST05597,2023-03-19,2,0.51,153,0
CUST05598,2024-07-07,5,0.23,176,0
CUST05599,2023-10-17,2,0.4,224,2
CUST05600,2023-01-24,5,0.83,206,0
CUST05601,2023-07-24,0,0.67,8,0
CUST05602,2023-07-22,4,0.72,139,1
CUST05603,2023-01-17,5,0.93,54,0
CUST05604,2023-08-25,3,0.89,192,0
CUST05605,2023-09-12,2,0.48,151,0
CUST05606,2023-08-05,7,0.66,155,0
CUST05607,2023-10-10,6,0.28,201,0
CUST05608,2024-06-18,6,0.77,24,0
CUST05609,2024-11-20,8,0.06,29,0
CUST05610,2023-11-24,3,0.23,231,1
CUST05611,2023-01-30,2,0.25,129,1
CUST05612,2024-05-07,3,0.69,114,0
CUST05613,2024-04-20,8,0.08,126,0
CUST05614,2023-02-06,5,0.76,107,0
CUST05615,2024-02-27,6,0.22,45,3
CUST05616,2024-10-14,2,0.37,146,0
CUST05617,2023-02-28,6,0.62,42,0
CUST05618,2024-12-26,6,0.42,65,0
CUST05619,2023-11-22,1,0.73,115,0
CUST05620,2024-01-10,5,0.11,121,0
CUST05621,2023-07-07,1,0.95,173,0
CUST05622,2023-12-02,2,0.15,56,0
CUST05623,2023-10-16,5,0.34,126,2
CUST05624,2023-10-26,3,0.31,234,1
CUST05625,2023-08-13,1,0.41,214,0
CUST05626,2023-10-07,3,0.73,96,0
CUST05627,2024-07-07,4,0.78,99,0
CUST05628,2024-10-28,7,0.06,204,0
CUST05629,2023-08-09,7,0.93,141,0
CUST05630,2023-05-22,3,0.31,123,3
CUST05631,2024-06-09,6,0.87,64,0
CUST05632,2023-07-16,6,0.55,231,0
CUST05633,2023-07-21,3,0.5,28,2
CUST05634,2023-05-20,5,0.34,138,0
CUST05635,2024-11-15,7,0.8,205,0
CUST05636,2023-11-01,2,0.36,202,0
CUST05637,2023-07-29,5,0.42,24,0
CUST05638,2024-06-12,1,0.7,8,0
CUST05639,2023-11-24,0,0.94,84,0
CUST05640,2024-08-17,8,0.22,134,0
CUST05641,2023-06-18,1,0.54,172,0
CUST05642,2023-10-14,4,0.13,170,0
CUST05643,2024-09-19,3,0.78,7,0
CUST05644,2023-09-21,5,0.92,153,0
