customer_id,joining_date,credit_score,annual_income,employment_status,residential_status,age,state
CUST04040,2021-03-23,520,1301622,Employed,Rented,45,Delhi
CUST04041,2022-02-22,520,1604153,Employed,Owned,39,Gujarat
CUST04042,2023-07-28,425,1768408,Employed,Owned,63,Rajasthan
CUST04043,2022-01-30,318,1973207,Self-Employed,Owned,34,Telangana
CUST04044,2021-12-03,615,222731,Employed,Owned,54,Rajasthan
CUST04045,2023-02-13,470,1821174,Self-Employed,Owned,25,Rajasthan
CUST04046,2022-04-09,351,483090,Unemployed,Owned,37,Uttar Pradesh
CUST04047,2022-10-22,777,1111614,Employed,Owned,64,Telangana
CUST04048,2023-08-23,701,649692,Employed,Rented,21,Delhi
CUST04049,2022-09-11,533,1395547,Unemployed,Rented,65,Tamil Nadu
CUST04050,2021-10-27,500,1629420,Unemployed,Rented,24,Gujarat
CUST04051,2020-01-13,542,1510353,Unemployed,Owned,44,Gujarat
CUST04052,2021-10-26,308,1162764,Self-Employed,Rented,52,Maharashtra
CUST04053,2022-10-17,756,411184,Self-Employed,Rented,47,Rajasthan
CUST04054,2020-05-01,648,1478532,Unemployed,Owned,40,Karnataka
CUST04055,2022-03-22,660,703614,Employed,Owned,45,Tamil Nadu
CUST04056,2022-11-09,537,617003,Self-Employed,Rented,49,Uttar Pradesh
CUST04057,2020-10-10,490,1854283,Employed,Rented,29,West Bengal
CUST04058,2021-05-27,765,917723,Unemployed,Owned,47,Uttar Pradesh
CUST04059,2020-11-09,576,1341830,Unemployed,Rented,31,Maharashtra
CUST04060,2022-05-04,601,541457,Unemployed,Owned,42,Telangana
CUST04061,2020-03-26,454,306759,Employed,Owned,19,Uttar Pradesh
CUST04062,2023-11-20,470,629891,Unemployed,Owned,31,Kerala
CUST04063,2021-05-19,535,367223,Employed,Rented,39,Telangana
CUST04064,2020-07-06,361,471920,Self-Employed,Owned,51,Uttar Pradesh
CUST04065,2021-02-12,574,1775606,Unemployed,Rented,36,Gujarat
CUST04066,2020-06-24,518,1177458,Unemployed,Rented,34,Delhi
CUST04067,2021-09-18,458,1429726,Employed,Rented,43,Karnataka
CUST04068,2022-08-03,662,1929315,Self-Employed,Rented,27,Karnataka
CUST04069,2022-01-23,366,552285,Self-Employed,Rented,40,West Bengal
CUST04070,2021-05-15,426,1601126,Unemployed,Rented,63,Maharashtra
CUST04071,2022-04-27,697,217681,Self-Employed,Owned,29,Gujarat
CUST04072,2021-01-19,717,1866168,Employed,Rented,32,Karnataka
CUST04073,2021-05-25,491,1009423,Unemployed,Rented,64,Rajasthan
CUST04074,2021-06-18,726,814201,Self-Employed,Rented,48,Gujarat
CUST04075,2022-03-29,557,545547,Employed,Rented,41,Tamil Nadu
CUST04076,2022-08-17,762,646578,Employed,Owned,45,Maharashtra
CUST04077,2020-11-04,524,439436,Employed,Rented,70,Delhi
CUST04078,2022-07-17,476,1615576,Employed,Owned,62,Telangana
CUST04079,2020-01-20,760,554461,Self-Employed,Owned,67,Rajasthan
CUST04080,2021-03-03,531,700563,Employed,Owned,33,Uttar Pradesh
CUST04081,2021-06-20,360,1611655,Employed,Owned,28,Rajasthan
CUST04082,2020-07-20,655,792538,Self-Employed,Rented,30,Gujarat
CUST04083,2021-09-04,524,653020,Self-Employed,Rented,18,Rajasthan
CUST04084,2021-05-27,742,830442,Self-Employed,Rented,45,West Bengal
CUST04085,2022-10-29,632,1410442,Employed,Owned,41,Kerala
CUST04086,2022-03-05,400,988632,Unemployed,Rented,52,Tamil Nadu
CUST04087,2021-10-17,738,1339308,Self-Employed,Rented,24,West Bengal
CUST04088,2023-12-09,627,459739,Employed,Owned,40,West Bengal
CUST04089,2023-05-11,579,1217951,Self-Employed,Rented,38,Uttar Pradesh
CUST04090,2020-05-26,829,1551115,Employed,Owned,40,Delhi
CUST04091,2023-01-03,592,639379,Self-Employed,Rented,19,Kerala
CUST04092,2021-09-09,643,527478,Unemployed,Rented,62,West Bengal
CUST04093,2020-12-31,815,1955837,Self-Employed,Owned,46,Kerala
CUST04094,2022-09-04,463,387134,Unemployed,Owned,39,Karnataka
CUST04095,2020-12-19,487,1318788,Self-Employed,Owned,42,Delhi
CUST04096,2020-04-04,739,562930,Employed,Rented,29,Karnataka
CUST04097,2020-03-11,618,1969434,Employed,Owned,69,Tamil Nadu
CUST04098,2022-08-15,740,800774,Self-Employed,Rented,28,Gujarat
CUST04099,2023-03-18,303,424694,Employed,Rented,49,Uttar Pradesh
CUST04100,2023-03-28,684,1354475,Self-Employed,Owned,29,Rajasthan
CUST04101,2021-11-07,610,1691022,Employed,Rented,65,Telangana
CUST04102,2022-05-29,460,1380829,Self-Employed,Rented,57,Uttar Pradesh
CUST04103,2021-04-02,835,1145676,Unemployed,Rented,30,Delhi
CUST04104,2021-08-10,570,819055,Employed,Owned,62,Maharashtra
CUST04105,2022-11-04,546,1533171,Employed,Rented,47,Tamil Nadu
CUST04106,2023-04-21,637,1079129,Self-Employed,Rented,28,Uttar Pradesh
CUST04107,2020-05-30,524,1866639,Employed,Owned,30,Delhi
CUST04108,2023-07-16,565,951928,Self-Employed,Owned,41,Maharashtra
CUST04109,2022-11-25,352,1440346,Employed,Owned,42,Gujarat
CUST04110,2023-07-15,746,1562909,Employed,Rented,42,Telangana
CUST04111,2023-08-16,469,824942,Unemployed,Owned,40,Kerala
CUST04112,2020-02-01,355,557187,Unemployed,Rented,70,Gujarat
CUST04113,2022-05-22,666,1727450,Employed,Rented,26,Uttar Pradesh
CUST04114,2020-07-22,770,1779679,Self-Employed,Rented,51,Tamil Nadu
CUST04115,2022-02-16,630,1127027,Unemployed,Rented,52,Delhi
CUST04116,2021-04-09,377,588387,Employed,Owned,23,Telangana
CUST04117,2021-10-27,607,1537430,Unemployed,Rented,28,Tamil Nadu
CUST04118,2020-01-22,407,1346976,Self-Employed,Owned,61,Telangana
CUST04119,2022-05-26,840,825042,Unemployed,Rented,61,Tamil Nadu
CUST04120,2021-08-25,794,904815,Self-Employed,Rented,24,Telangana
CUST04121,2022-07-13,357,1020913,Employed,Owned,41,Gujarat
CUST04122,2020-04-19,739,1189364,Employed,Rented,67,Gujarat
CUST04123,2023-04-17,636,992771,Self-Employed,Rented,57,Delhi
CUST04124,2023-06-16,826,813880,Unemployed,Rented,68,Maharashtra
CUST04125,2023-10-01,370,1824617,Unemployed,Owned,36,Telangana
CUST04126,2021-05-01,730,657207,Employed,Rented,67,Karnataka
CUST04127,2021-06-21,783,260617,Employed,Rented,64,Rajasthan
CUST04128,2022-10-28,639,748442,Self-Employed,Rented,37,Gujarat
CUST04129,2020-12-09,532,1780038,Employed,Owned,18,Telangana
CUST04130,2020-03-08,445,825593,Employed,Rented,30,Maharashtra
CUST04131,2020-11-26,506,1540305,Self-Employed,Rented,40,Karnataka
CUST04132,2021-03-11,374,1146946,Employed,Owned,66,Gujarat
CUST04133,2020-07-03,731,276634,Self-Employed,Rented,57,Uttar Pradesh
CUST04134,2023-11-14,475,1251964,Employed,Owned,46,Kerala
CUST04135,2021-03-31,765,1013035,Self-Employed,Rented,62,West Bengal
CUST04136,2021-04-26,736,953698,Self-Employed,Owned,61,Karnataka
CUST04137,2023-11-29,304,238651,Self-Employed,Owned,47,West Bengal
CUST04138,2020-08-22,563,857738,Employed,Owned,67,Karnataka
CUST04139,2020-04-16,686,1373918,Employed,Rented,61,Uttar Pradesh
CUST04140,2023-12-02,434,203064,Employed,Owned,55,Gujarat
CUST04141,2021-04-13,794,1178664,Self-Employed,Owned,37,Delhi
CUST04142,2020-02-26,689,237145,Employed,Rented,60,Rajasthan
CUST04143,2021-11-14,573,691576,Employed,Owned,50,Rajasthan
CUST04144,2023-12-27,711,1509151,Self-Employed,Rented,32,Kerala
CUST04145,2023-01-04,626,1731257,Employed,Rented,48,Gujarat
CUST04146,2021-09-30,728,1755514,Employed,Rented,23,Uttar Pradesh
CUST04147,2023-02-14,563,596510,Employed,Rented,26,Uttar Pradesh
CUST04148,2022-03-05,393,1542884,Self-Employed,Rented,54,West Bengal
CUST04149,2022-11-30,555,749995,Unemployed,Owned,27,Tamil Nadu
CUST04150,2022-04-17,719,797300,Self-Employed,Owned,55,Kerala
CUST04151,2020-03-30,342,1056896,Self-Employed,Rented,42,Karnataka
CUST04152,2021-04-01,655,1805669,Self-Employed,Owned,24,Gujarat
CUST04153,2021-09-24,768,568118,Employed,Rented,20,Uttar Pradesh
CUST04154,2022-10-03,791,1976094,Unemployed,Owned,23,Kerala
CUST04155,2022-03-23,655,1099680,Unemployed,Owned,50,Rajasthan
CUST04156,2023-10-19,696,1863565,Self-Employed,Rented,51,Telangana
CUST04157,2022-06-17,301,601956,Unemployed,Owned,33,Maharashtra
CUST04158,2023-12-13,778,656512,Employed,Owned,34,West Bengal
CUST04159,2022-08-10,437,1824354,Employed,Owned,65,Kerala
CUST04160,2023-01-01,677,950204,Employed,Rented,34,Karnataka
CUST04161,2023-03-07,711,650874,Unemployed,Rented,54,Uttar Pradesh
CUST04162,2023-09-07,464,1580206,Employed,Rented,68,Tamil Nadu
CUST04163,2020-11-28,360,1897901,Self-Employed,Rented,34,West Bengal
CUST04164,2021-10-14,486,618003,Unemployed,Rented,39,Rajasthan
CUST04165,2020-01-31,377,1342935,Self-Employed,Rented,58,Delhi
CUST04166,2023-01-01,579,1283782,Employed,Owned,38,Kerala
CUST04167,2022-04-28,692,891447,Unemployed,Owned,40,Uttar Pradesh
CUST04168,2023-05-02,672,820909,Self-Employed,Owned,61,Rajasthan
CUST04169,2023-02-27,833,1672943,Employed,Rented,48,Telangana
CUST04170,2021-09-21,665,1093515,Unemployed,Owned,21,West Bengal
CUST04171,2021-03-16,790,1630731,Unemployed,Rented,35,Delhi
CUST04172,2020-10-10,665,1450888,Unemployed,Owned,42,Karnataka
CUST04173,2023-08-01,514,1307284,Self-Employed,Rented,45,Gujarat
CUST04174,2023-04-03,460,1431879,Employed,Owned,29,Telangana
CUST04175,2023-08-28,482,1615891,Employed,Rented,33,Maharashtra
CUST04176,2020-09-24,725,333956,Unemployed,Rented,46,Maharashtra
CUST04177,2021-01-26,323,1385668,Unemployed,Rented,57,Gujarat
CUST04178,2023-01-24,668,716108,Self-Employed,Owned,27,Telangana
CUST04179,2022-05-22,451,1779310,Employed,Rented,25,Maharashtra
CUST04180,2022-05-09,522,1099129,Self-Employed,Rented,43,Delhi
CUST04181,2020-02-01,326,756358,Self-Employed,Owned,32,Gujarat
CUST04182,2022-04-17,536,727711,Unemployed,Owned,33,Gujarat
CUST04183,2020-03-22,422,314184,Unemployed,Owned,52,Gujarat
CUST04184,2023-12-31,688,1102010,Employed,Owned,24,Delhi
CUST04185,2021-12-04,781,1667763,Employed,Rented,68,Rajasthan
CUST04186,2022-05-11,825,737395,Self-Employed,Rented,18,West Bengal
CUST04187,2022-09-05,769,1793217,Unemployed,Owned,26,Karnataka
CUST04188,2020-10-31,798,1226827,Self-Employed,Owned,36,Delhi
CUST04189,2021-03-27,650,1568725,Employed,Owned,37,Tamil Nadu
CUST04190,2021-02-11,505,1647114,Self-Employed,Owned,31,Karnataka
CUST04191,2021-05-02,448,272753,Employed,Rented,31,Tamil Nadu
CUST04192,2023-06-08,770,510167,Self-Employed,Owned,61,Maharashtra
CUST04193,2021-10-08,801,853793,Self-Employed,Rented,19,Karnataka
CUST04194,2022-08-12,369,1044723,Employed,Rented,27,West Bengal
CUST04195,2023-07-04,810,471521,Unemployed,Rented,21,Rajasthan
CUST04196,2023-12-11,822,697226,Employed,Owned,45,Tamil Nadu
CUST04197,2021-01-18,649,1473976,Employed,Owned,68,Rajasthan
CUST04198,2021-02-12,734,930352,Employed,Rented,20,Delhi
CUST04199,2022-01-15,426,1320349,Employed,Owned,21,Rajasthan
CUST04200,2022-10-26,433,1484423,Employed,Owned,18,Uttar Pradesh
CUST04201,2023-12-14,504,1556439,Self-Employed,Owned,60,Uttar Pradesh
CUST04202,2023-04-24,684,831552,Self-Employed,Rented,47,Rajasthan
CUST04203,2022-01-03,709,1476644,Self-Employed,Rented,20,Tamil Nadu
CUST04204,2022-02-28,758,1799345,Employed,Rented,53,Uttar Pradesh
CUST04205,2021-01-12,390,1545476,Unemployed,Rented,43,Kerala
CUST04206,2020-09-18,320,1418134,Unemployed,Owned,18,Karnataka
CUST04207,2021-09-07,791,997736,Employed,Rented,51,West Bengal
CUST04208,2021-12-08,468,1215140,Employed,Owned,62,West Bengal
CUST04209,2020-01-06,442,1418502,Self-Employed,Rented,23,Telangana
CUST04210,2021-12-26,825,1115090,Employed,Owned,69,Delhi
CUST04211,2020-03-20,696,490985,Employed,Rented,32,Maharashtra
CUST04212,2022-12-28,462,1216503,Unemployed,Rented,27,Rajasthan
CUST04213,2022-09-11,300,1964971,Unemployed,Owned,53,Maharashtra
CUST04214,2022-12-06,452,280395,Unemployed,Owned,65,Telangana
CUST04215,2023-01-22,722,1556705,Employed,Owned,38,Karnataka
CUST04216,2020-12-18,358,1263356,Employed,Rented,21,Rajasthan
CUST04217,2021-10-30,736,1690758,Self-Employed,Rented,61,Rajasthan
CUST04218,2023-08-03,705,1229966,Unemployed,Rented,32,Tamil Nadu
CUST04219,2023-01-25,416,1206452,Unemployed,Rented,18,Uttar Pradesh
CUST04220,2021-05-24,349,1536857,Unemployed,Owned,65,Delhi
CUST04221,2023-08-13,829,881389,Self-Employed,Owned,33,Delhi
CUST04222,2020-08-22,321,461017,Employed,Rented,33,Rajasthan
CUST04223,2022-10-11,316,434553,Employed,Owned,40,Tamil Nadu
CUST04224,2023-11-29,313,654270,Unemployed,Rented,31,Tamil Nadu
CUST04225,2023-07-09,347,848514,Self-Employed,Rented,32,Kerala
CUST04226,2022-09-26,760,679255,Unemployed,Owned,19,Maharashtra
CUST04227,2023-06-04,833,413990,Unemployed,Rented,28,Uttar Pradesh
CUST04228,2021-02-10,527,1338085,Self-Employed,Owned,20,West Bengal
CUST04229,2021-06-28,812,1274546,Employed,Rented,62,Rajasthan
CUST04230,2021-04-04,803,1195362,Employed,Owned,69,Uttar Pradesh
CUST04231,2021-02-15,814,1231871,Unemployed,Rented,29,Maharashtra
CUST04232,2021-07-01,578,897203,Unemployed,Rented,43,Telangana
CUST04233,2020-06-07,371,1594446,Unemployed,Owned,67,Rajasthan
CUST04234,2020-12-19,707,666794,Employed,Owned,25,Uttar Pradesh
CUST04235,2020-10-02,625,1422247,Self-Employed,Owned,48,Kerala
CUST04236,2020-12-27,473,254567,Employed,Owned,53,Kerala
CUST04237,2021-12-24,608,1944563,Employed,Rented,39,Rajasthan
CUST04238,2021-04-27,733,1534050,Unemployed,Owned,57,Uttar Pradesh
CUST04239,2021-07-20,721,607347,Employed,Owned,56,Karnataka
CUST04240,2022-09-19,733,979637,Unemployed,Rented,35,Maharashtra
CUST04241,2023-10-10,321,982968,Unemployed,Rented,41,Rajasthan
CUST04242,2023-10-31,833,312055,Employed,Owned,34,Delhi
CUST04243,2021-08-25,679,486443,Unemployed,Owned,54,Uttar Pradesh
CUST04244,2022-11-24,308,1181405,Self-Employed,Owned,33,Gujarat
CUST04245,2020-11-02,664,621063,Employed,Rented,63,Gujarat
CUST04246,2021-05-06,786,940647,Self-Employed,Owned,32,Telangana
CUST04247,2021-11-19,728,996724,Employed,Rented,53,Karnataka
CUST04248,2020-01-08,482,1501839,Employed,Owned,49,Rajasthan
CUST04249,2022-02-04,563,1719120,Employed,Rented,34,Uttar Pradesh
CUST04250,2021-04-30,777,1404049,Self-Employed,Owned,38,Maharashtra
CUST04251,2023-08-07,649,866546,Unemployed,Rented,42,West Bengal
CUST04252,2021-05-28,613,841170,Employed,Owned,41,Karnataka
CUST04253,2021-10-21,532,799180,Employed,Rented,60,Kerala
CUST04254,2021-09-18,498,260364,Employed,Owned,65,Kerala
CUST04255,2020-11-07,608,1575424,Self-Employed,Rented,18,Telangana
CUST04256,2020-06-05,846,903872,Unemployed,Rented,27,Kerala
CUST04257,2021-11-23,478,1782784,Employed,Rented,64,Gujarat
CUST04258,2020-05-04,362,1774864,Unemployed,Owned,59,Kerala
CUST04259,2021-11-29,332,1608302,Unemployed,Owned,46,Kerala
CUST04260,2020-10-06,405,1351902,Employed,Owned,20,Kerala
CUST04261,2020-02-18,631,457421,Employed,Owned,52,Rajasthan
CUST04262,2020-05-28,415,1297799,Employed,Owned,26,Maharashtra
CUST04263,2022-03-06,321,1924001,Unemployed,Rented,62,Kerala
CUST04264,2020-02-17,672,740308,Unemployed,Rented,42,Gujarat
CUST04265,2020-09-26,318,587289,Employed,Rented,46,Karnataka
CUST04266,2020-04-17,348,249800,Self-Employed,Rented,32,West Bengal
CUST04267,2020-03-14,598,1874041,Unemployed,Rented,23,Telangana
CUST04268,2023-10-12,429,1805045,Unemployed,Rented,44,Uttar Pradesh
CUST04269,2022-06-24,780,1040403,Employed,Owned,25,Karnataka
CUST04270,2021-07-11,327,547200,Self-Employed,Owned,70,West Bengal
CUST04271,2021-07-17,419,690204,Unemployed,Owned,30,Karnataka
CUST04272,2023-12-29,630,398000,Employed,Owned,52,Uttar Pradesh
CUST04273,2023-11-16,528,651000,Unemployed,Rented,55,Kerala
CUST04274,2022-05-15,517,283951,Self-Employed,Owned,70,Karnataka
CUST04275,2023-10-23,790,1932435,Self-Employed,Owned,35,Karnataka
CUST04276,2020-03-13,589,368445,Unemployed,Rented,62,Telangana
CUST04277,2023-06-30,332,561732,Self-Employed,Rented,35,Maharashtra
CUST04278,2020-09-08,725,1214865,Unemployed,Owned,43,West Bengal
CUST04279,2021-03-29,376,266799,Self-Employed,Rented,55,West Bengal
CUST04280,2023-03-06,844,1107780,Self-Employed,Owned,26,Kerala
CUST04281,2021-04-05,595,833177,Employed,Rented,23,Kerala
CUST04282,2020-05-03,394,1820877,Unemployed,Owned,32,West Bengal
CUST04283,2021-02-11,751,1398309,Employed,Owned,29,West Bengal
CUST04284,2021-01-16,825,1988369,Unemployed,Rented,57,West Bengal
CUST04285,2022-11-09,646,1406130,Unemployed,Rented,31,Karnataka
CUST04286,2023-12-22,531,1153226,Employed,Owned,61,Rajasthan
CUST04287,2021-10-11,508,1612540,Employed,Owned,52,Karnataka
CUST04288,2020-01-22,597,243602,Unemployed,Rented,20,West Bengal
CUST04289,2020-04-18,772,1423663,Unemployed,Rented,19,Maharashtra
CUST04290,2021-12-01,692,1867236,Self-Employed,Owned,37,Maharashtra
CUST04291,2021-11-29,843,369588,Employed,Rented,26,Rajasthan
CUST04292,2023-01-12,748,254123,Employed,Rented,46,Maharashtra
CUST04293,2020-11-30,538,1052902,Self-Employed,Rented,43,Uttar Pradesh
CUST04294,2022-06-24,483,1722471,Employed,Rented,23,Telangana
CUST04295,2023-08-27,520,1856452,Employed,Owned,18,Uttar Pradesh
CUST04296,2023-04-05,614,1875110,Unemployed,Rented,35,Delhi
CUST04297,2023-01-31,609,1108996,Self-Employed,Owned,33,Kerala
CUST04298,2021-10-01,650,1954118,Employed,Owned,67,West Bengal
CUST04299,2020-12-11,696,619496,Unemployed,Owned,26,Kerala
CUST04300,2020-12-11,566,281899,Employed,Owned,27,Gujarat
CUST04301,2021-04-09,409,278156,Unemployed,Owned,59,Delhi
CUST04302,2023-10-12,595,1581840,Unemployed,Rented,43,Gujarat
CUST04303,2022-03-22,324,1633191,Self-Employed,Rented,30,Rajasthan
CUST04304,2023-12-26,764,1862845,Unemployed,Rented,51,Gujarat
CUST04305,2022-01-26,367,360106,Self-Employed,Owned,56,Rajasthan
CUST04306,2022-02-08,675,960588,Unemployed,Owned,52,Rajasthan
CUST04307,2022-03-06,399,1109817,Unemployed,Owned,29,Uttar Pradesh
CUST04308,2021-10-10,663,1614521,Unemployed,Owned,43,Delhi
CUST04309,2022-06-20,387,1757179,Unemployed,Rented,56,Karnataka
CUST04310,2020-09-06,435,1661042,Employed,Rented,58,Rajasthan
CUST04311,2020-06-17,610,356918,Employed,Rented,49,West Bengal
CUST04312,2020-09-11,409,1497191,Employed,Rented,37,Telangana
CUST04313,2021-08-21,305,868350,Unemployed,Owned,34,Maharashtra
CUST04314,2021-04-29,331,1442971,Employed,Rented,54,Rajasthan
CUST04315,2020-02-11,562,1904916,Unemployed,Owned,57,Kerala
CUST04316,2020-12-07,687,489538,Self-Employed,Owned,29,Tamil Nadu
CUST04317,2023-02-03,665,717840,Unemployed,Owned,30,West Bengal
CUST04318,2020-08-27,545,1451946,Employed,Owned,18,Karnataka
CUST04319,2021-04-03,440,892248,Unemployed,Rented,34,Telangana
CUST04320,2022-08-20,847,1152142,Employed,Rented,50,Delhi
CUST04321,2021-01-21,655,732754,Unemployed,Owned,55,Rajasthan
CUST04322,2022-03-12,340,1599188,Self-Employed,Owned,53,West Bengal
CUST04323,2022-01-24,809,1762793,Self-Employed,Rented,21,Karnataka
CUST04324,2023-11-13,478,1378628,Unemployed,Owned,43,Rajasthan
CUST04325,2021-06-14,628,1533963,Employed,Owned,44,Delhi
CUST04326,2021-09-17,452,1109308,Unemployed,Owned,27,Gujarat
CUST04327,2023-06-07,356,1848542,Unemployed,Owned,45,Rajasthan
CUST04328,2022-12-28,775,429226,Employed,Rented,44,Rajasthan
CUST04329,2022-07-03,408,898432,Unemployed,Rented,31,Rajasthan
CUST04330,2021-02-12,597,1527667,Self-Employed,Owned,24,Delhi
CUST04331,2020-01-27,787,1843536,Unemployed,Rented,25,Maharashtra
CUST04332,2023-04-15,313,652491,Unemployed,Rented,19,Rajasthan
CUST04333,2021-04-12,416,1254320,Unemployed,Rented,36,West Bengal
CUST04334,2021-09-25,662,1858066,Unemployed,Owned,51,Kerala
CUST04335,2020-02-10,378,1375335,Unemployed,Rented,65,Tamil Nadu
CUST04336,2020-03-06,556,1797315,Self-Employed,Owned,22,Telangana
CUST04337,2021-09-04,598,1989710,Self-Employed,Rented,70,Delhi
CUST04338,2020-07-07,359,1688672,Self-Employed,Rented,61,Kerala
CUST04339,2020-05-31,618,1271600,Employed,Rented,21,Karnataka
CUST04340,2020-08-14,448,1697018,Employed,Owned,42,Gujarat
CUST04341,2023-01-11,559,391240,Employed,Rented,24,West Bengal
CUST04342,2020-06-03,360,1096665,Self-Employed,Rented,40,Maharashtra
CUST04343,2020-07-02,690,617825,Unemployed,Owned,59,Gujarat
CUST04344,2020-07-05,693,1381840,Unemployed,Owned,61,Delhi
CUST04345,2021-11-08,779,1047875,Self-Employed,Owned,42,Telangana
CUST04346,2020-01-28,391,265792,Self-Employed,Owned,36,Tamil Nadu
CUST04347,2021-04-19,404,1114428,Unemployed,Rented,52,Gujarat
CUST04348,2021-09-30,724,607612,Self-Employed,Owned,66,Kerala
CUST04349,2022-02-09,585,597351,Self-Employed,Rented,37,Delhi
CUST04350,2021-12-18,620,1772870,Unemployed,Owned,36,Kerala
CUST04351,2020-01-22,794,1775014,Employed,Rented,67,Gujarat
CUST04352,2023-02-19,692,1264783,Self-Employed,Owned,47,Karnataka
CUST04353,2021-07-16,759,1145592,Employed,Rented,45,Tamil Nadu
CUST04354,2020-10-31,612,1556113,Employed,Owned,45,West Bengal
CUST04355,2020-10-08,459,1096459,Employed,Owned,42,Tamil Nadu
CUST04356,2020-04-23,760,763151,Employed,Rented,37,Tamil Nadu
CUST04357,2020-11-09,827,1051527,Employed,Owned,64,Telangana
CUST04358,2022-05-17,571,1978011,Employed,Rented,20,Telangana
CUST04359,2020-04-29,828,780764,Employed,Owned,54,Kerala
CUST04360,2022-02-26,648,1639588,Self-Employed,Owned,55,Kerala
CUST04361,2021-08-05,309,253911,Unemployed,Rented,53,Maharashtra
CUST04362,2023-05-23,803,863199,Unemployed,Owned,44,West Bengal
CUST04363,2020-02-23,488,1059989,Self-Employed,Owned,42,Rajasthan
CUST04364,2020-05-19,574,341294,Employed,Owned,36,Tamil Nadu
CUST04365,2022-02-19,344,257296,Employed,Rented,50,Rajasthan
CUST04366,2021-11-17,300,1262209,Unemployed,Owned,48,Tamil Nadu
CUST04367,2023-01-19,722,1026146,Employed,Rented,34,Rajasthan
CUST04368,2023-08-22,520,572252,Unemployed,Owned,42,Telangana
CUST04369,2022-06-12,333,302302,Employed,Owned,65,Uttar Pradesh
CUST04370,2022-01-06,740,766043,Employed,Rented,38,Karnataka
CUST04371,2020-08-07,370,1968470,Self-Employed,Owned,21,West Bengal
CUST04372,2023-06-11,424,768326,Employed,Owned,40,Uttar Pradesh
CUST04373,2021-06-03,811,1657587,Employed,Rented,48,Kerala
CUST04374,2022-02-10,434,671908,Employed,Rented,48,Tamil Nadu
CUST04375,2021-03-19,653,1531858,Employed,Rented,21,Delhi
CUST04376,2022-12-17,567,549896,Unemployed,Owned,43,West Bengal
CUST04377,2021-09-27,717,1743955,Self-Employed,Owned,50,Telangana
CUST04378,2023-07-31,372,356368,Employed,Rented,42,Tamil Nadu
CUST04379,2023-07-24,791,788258,Employed,Owned,32,Kerala
CUST04380,2023-09-16,556,311459,Employed,Rented,50,Tamil Nadu
CUST04381,2022-01-04,561,1540015,Self-Employed,Owned,30,Tamil Nadu
CUST04382,2023-08-05,439,1925486,Employed,Rented,42,Delhi
CUST04383,2021-10-26,762,1982266,Employed,Rented,62,Delhi
CUST04384,2021-09-02,467,1254903,Unemployed,Rented,21,Gujarat
CUST04385,2021-06-13,673,489567,Self-Employed,Rented,26,Telangana
CUST04386,2022-08-23,553,1168461,Employed,Owned,45,Gujarat
CUST04387,2023-07-14,506,1744148,Unemployed,Owned,65,Gujarat
CUST04388,2022-02-01,564,1539003,Employed,Rented,34,Uttar Pradesh
CUST04389,2021-03-01,387,331223,Unemployed,Rented,57,Karnataka
CUST04390,2023-08-09,628,1557190,Self-Employed,Rented,40,Gujarat
CUST04391,2023-03-30,432,1454660,Unemployed,Owned,63,Kerala
CUST04392,2021-05-21,550,993971,Unemployed,Owned,69,Gujarat
CUST04393,2023-05-28,303,954108,Employed,Rented,69,West Bengal
CUST04394,2020-04-22,584,1301098,Unemployed,Owned,64,Tamil Nadu
CUST04395,2020-01-05,844,1148508,Unemployed,Rented,68,Rajasthan
CUST04396,2023-10-06,630,332436,Employed,Owned,60,Rajasthan
CUST04397,2022-01-27,845,877599,Employed,Rented,65,Rajasthan
CUST04398,2023-09-16,423,1390616,Self-Employed,Owned,61,West Bengal
CUST04399,2021-09-10,447,216943,Employed,Owned,40,Kerala
CUST04400,2023-05-10,398,1730267,Employed,Owned,33,Delhi
CUST04401,2022-02-19,364,808311,Unemployed,Owned,24,Rajasthan
CUST04402,2021-10-07,577,1414957,Unemployed,Rented,26,West Bengal
CUST04403,2021-02-18,669,984578,Unemployed,Rented,30,Delhi
CUST04404,2023-03-23,319,495414,Unemployed,Rented,57,West Bengal
CUST04405,2022-09-19,703,1022742,Employed,Rented,24,Maharashtra
CUST04406,2023-11-05,769,279868,Self-Employed,Rented,37,Delhi
CUST04407,2022-05-05,671,1798959,Employed,Owned,30,Tamil Nadu
CUST04408,2022-11-28,632,1709080,Unemployed,Owned,62,Telangana
CUST04409,2021-05-05,608,557975,Employed,Rented,42,Rajasthan
CUST04410,2020-09-06,610,559917,Self-Employed,Owned,54,Uttar Pradesh
CUST04411,2022-10-29,802,1081475,Employed,Owned,60,Tamil Nadu
CUST04412,2021-12-05,414,1545035,Employed,Rented,52,West Bengal
CUST04413,2022-05-23,754,232394,Self-Employed,Rented,48,Karnataka
CUST04414,2021-09-09,673,1901845,Self-Employed,Owned,29,Uttar Pradesh
CUST04415,2023-06-26,693,1788990,Unemployed,Owned,50,Uttar Pradesh
CUST04416,2022-11-02,766,268745,Self-Employed,Rented,24,Kerala
CUST04417,2023-05-05,461,1731760,Self-Employed,Owned,30,Uttar Pradesh
CUST04418,2021-11-13,375,1663061,Self-Employed,Rented,21,Uttar Pradesh
CUST04419,2023-06-08,536,1211568,Employed,Rented,65,West Bengal
CUST04420,2023-05-09,430,1143569,Employed,Rented,65,Delhi
