loan_id,customer_id,disbursement_date,loan_amount,interest_rate,tenure_months,loan_type,emi_amount,current_status
LN24672,CUST09183,2023-11-17,482406,11.19,60,Education Loan,10534,DELINQUENT
LN24673,CUST04273,2020-08-01,518511,14.49,36,Home Loan,17845,ACTIVE
LN24674,CUST08686,2024-07-30,587425,11.34,36,Auto Loan,19326,ACTIVE
LN24675,CUST02897,2022-01-19,2873131,14.81,24,Personal Loan,139049,ACTIVE
LN24676,CUST00775,2021-12-15,1376390,14.95,36,Auto Loan,47679,ACTIVE
LN24677,CUST00136,2024-10-18,226388,9.22,240,Business Loan,2069,DELINQUENT
LN24678,CUST06485,2020-06-30,288556,15.64,24,Business Loan,14079,ACTIVE
LN24679,CUST00503,2023-08-31,215214,8.54,36,Home Loan,6797,ACTIVE
LN24680,CUST02626,2024-11-18,1706006,13.93,180,Education Loan,22639,DELINQUENT
LN24681,CUST03550,2020-08-23,571962,17.61,36,Auto Loan,20566,ACTIVE
LN24682,CUST07273,2022-12-27,1129363,12.72,24,Auto Loan,53543,ACTIVE
LN24683,CUST08095,2023-08-14,497577,12.4,36,Education Loan,16621,ACTIVE
LN24684,CUST04922,2020-08-13,2994880,10.28,24,Auto Loan,138585,ACTIVE
LN24685,CUST07834,2021-08-10,551657,9.52,24,Auto Loan,25334,ACTIVE
LN24686,CUST00377,2023-05-17,2769281,8.59,240,Auto Loan,24190,ACTIVE
LN24687,CUST01085,2023-12-01,997406,14.14,120,Auto Loan,15570,DELINQUENT
LN24688,CUST06168,2020-11-19,97814,9.57,180,Home Loan,1025,ACTIVE
LN24689,CUST05201,2023-10-14,160289,17.85,120,Home Loan,2872,ACTIVE
LN24690,CUST00680,2022-10-19,464438,11.27,240,Personal Loan,4879,ACTIVE
LN24691,CUST04563,2021-03-02,1202871,17.32,60,Personal Loan,30101,ACTIVE
LN24692,CUST08426,2022-06-18,90406,15.25,120,Home Loan,1472,ACTIVE
LN24693,CUST07949,2022-03-21,2194213,17.89,12,Auto Loan,201050,DELINQUENT
LN24694,CUST00434,2021-03-21,183979,12.8,24,Auto Loan,8729,CLOSED
LN24695,CUST09930,2022-05-15,1955799,18.46,180,Business Loan,32146,ACTIVE
LN24696,CUST08646,2020-03-26,2824278,15.15,36,Education Loan,98112,CLOSED
LN24697,CUST01874,2024-07-06,2865931,10.74,24,Home Loan,133229,ACTIVE
LN24698,CUST03673,2024-03-22,319555,11.74,240,Auto Loan,3460,CLOSED
LN24699,CUST06813,2022-01-13,302575,16.42,240,Personal Loan,4305,ACTIVE
LN24700,CUST02477,2022-05-31,205280,11.05,240,Business Loan,2125,ACTIVE
LN24701,CUST08720,2020-06-20,77325,14.15,180,Personal Loan,1037,ACTIVE
LN24702,CUST05103,2021-11-08,1559578,12.14,24,Auto Loan,73516,ACTIVE
LN24703,CUST05658,2020-11-14,1660928,8.65,120,Auto Loan,20726,ACTIVE
LN24704,CUST02503,2024-04-25,206114,15.35,60,Home Loan,4941,ACTIVE
LN24705,CUST02720,2024-03-19,864687,10.07,240,Business Loan,8384,ACTIVE
LN24706,CUST01464,2022-11-24,2933545,13.34,120,Home Loan,44391,ACTIVE
LN24707,CUST07366,2022-08-13,1922175,10.31,12,Personal Loan,169266,ACTIVE
LN24708,CUST07341,2024-10-15,662679,16.55,12,Personal Loan,60298,ACTIVE
LN24709,CUST04770,2021-02-25,297547,11.42,120,Personal Loan,4169,ACTIVE
LN24710,CUST00686,2024-08-21,1693635,11.69,12,Education Loan,150231,ACTIVE
LN24711,CUST08527,2023-05-26,656841,10.91,180,Home Loan,7428,ACTIVE
LN24712,CUST02199,2022-02-27,391785,10.81,24,Personal Loan,18225,ACTIVE
LN24713,CUST00536,2021-08-24,748298,14.07,120,Auto Loan,11650,CLOSED
LN24714,CUST01916,2022-02-09,1155875,13.56,120,Education Loan,17642,ACTIVE
LN24715,CUST08054,2020-03-26,613456,13.99,24,Business Loan,29450,ACTIVE
LN24716,CUST06377,2020-04-03,232841,17.1,12,Home Loan,21247,CLOSED
LN24717,CUST08276,2022-06-21,551762,17.09,24,Education Loan,27304,DELINQUENT
LN24718,CUST05665,2022-02-02,315500,14.98,36,Home Loan,10933,ACTIVE
LN24719,CUST08253,2022-08-10,1976877,11.85,24,Home Loan,92920,ACTIVE
LN24720,CUST03949,2024-04-29,245887,8.99,12,Business Loan,21502,CLOSED
LN24721,CUST04683,2022-02-22,407162,12.95,240,Home Loan,4755,ACTIVE
LN24722,CUST01306,2023-03-02,672120,11.09,48,Business Loan,17400,CLOSED
LN24723,CUST07292,2020-05-06,196877,15.12,180,Education Loan,2771,ACTIVE
LN24724,CUST06361,2024-07-04,52432,13.71,60,Education Loan,1212,DELINQUENT
LN24725,CUST01751,2022-12-29,397427,17.22,240,Business Loan,5896,ACTIVE
LN24726,CUST02692,2022-06-01,95191,16.35,36,Home Loan,3363,DELINQUENT
LN24727,CUST02100,2020-10-01,568611,13.41,48,Home Loan,15370,ACTIVE
LN24728,CUST02782,2024-07-08,638674,12.81,120,Auto Loan,9464,ACTIVE
LN24729,CUST08407,2021-04-04,211528,18.13,60,Auto Loan,5386,ACTIVE
LN24730,CUST08823,2021-07-21,71926,15.47,12,Personal Loan,6507,ACTIVE
LN24731,CUST06556,2022-10-03,1276510,11.04,240,Education Loan,13210,DELINQUENT
LN24732,CUST05298,2022-08-19,677791,9.08,48,Home Loan,16892,ACTIVE
LN24733,CUST06226,2023-03-06,158456,16.8,60,Business Loan,3921,CLOSED
LN24734,CUST09268,2022-10-04,118621,10.51,48,Home Loan,3037,DEFAULT
LN24735,CUST02196,2021-06-10,101152,9.31,240,Education Loan,930,DELINQUENT
LN24736,CUST00219,2020-08-31,1369344,13.58,60,Home Loan,31564,DELINQUENT
LN24737,CUST03343,2021-09-07,158999,14.86,240,Auto Loan,2077,DEFAULT
LN24738,CUST09066,2022-10-14,541298,16.09,120,Auto Loan,9097,ACTIVE
LN24739,CUST04414,2023-07-12,1889113,13.79,12,Business Loan,169431,ACTIVE
LN24740,CUST00514,2020-04-09,549004,18.45,120,Auto Loan,10051,CLOSED
LN24741,CUST07067,2022-12-03,799458,8.52,240,Business Loan,6948,DEFAULT
LN24742,CUST05900,2021-04-12,214734,14.17,12,Home Loan,19297,DELINQUENT
LN24743,CUST01760,2024-09-26,189385,12.16,180,Personal Loan,2292,ACTIVE
LN24744,CUST02972,2024-03-27,188404,16.29,24,Personal Loan,9250,ACTIVE
LN24745,CUST04075,2021-08-25,1266050,14.41,24,Personal Loan,61032,ACTIVE
LN24746,CUST06380,2023-06-05,169488,9.59,24,Business Loan,7788,DELINQUENT
LN24747,CUST09431,2020-03-27,1336595,18.03,60,Home Loan,33962,DELINQUENT
LN24748,CUST01644,2021-07-06,1459962,17.76,240,Education Loan,22262,ACTIVE
LN24749,CUST07475,2021-05-22,1117680,10.18,12,Education Loan,98355,ACTIVE
LN24750,CUST01522,2023-10-30,1511642,13.26,36,Auto Loan,51122,CLOSED
LN24751,CUST09445,2024-04-28,112608,11.13,120,Home Loan,1559,ACTIVE
LN24752,CUST02210,2023-04-22,2774704,14.16,240,Personal Loan,34826,ACTIVE
LN24753,CUST07173,2024-06-20,622630,17.69,120,Business Loan,11094,DEFAULT
LN24754,CUST01001,2021-05-03,1092389,9.24,48,Education Loan,27308,ACTIVE
LN24755,CUST04768,2024-03-11,118513,9.63,180,Business Loan,1246,DELINQUENT
LN24756,CUST09361,2023-06-10,332772,17.8,60,Home Loan,8414,CLOSED
LN24757,CUST01318,2022-12-17,733117,12.42,36,Auto Loan,24497,DEFAULT
LN24758,CUST08187,2024-10-24,1517931,13.65,120,Personal Loan,23249,CLOSED
LN24759,CUST03085,2020-10-08,2316986,15.15,180,Auto Loan,32666,ACTIVE
LN24760,CUST05401,2020-10-23,334110,9.52,24,Business Loan,15343,ACTIVE
LN24761,CUST01043,2020-09-18,895834,16.96,12,Home Loan,81687,CLOSED
LN24762,CUST03751,2020-10-28,330811,10.94,36,Education Loan,10820,ACTIVE
LN24763,CUST07825,2024-05-19,84832,15.75,12,Auto Loan,7686,DELINQUENT
LN24764,CUST06788,2021-11-12,2565987,14.58,60,Personal Loan,60480,ACTIVE
LN24765,CUST05357,2023-01-23,681012,12.49,36,Home Loan,22779,ACTIVE
LN24766,CUST07403,2022-11-15,1262262,16.35,48,Education Loan,35999,ACTIVE
LN24767,CUST09389,2022-08-20,212505,13.03,120,Education Loan,3176,ACTIVE
LN24768,CUST04848,2022-03-20,273989,14.35,36,Auto Loan,9410,ACTIVE
LN24769,CUST09702,2024-03-28,546501,14.64,12,Auto Loan,49233,DELINQUENT
LN24770,CUST09272,2022-06-18,197871,9.16,36,Business Loan,6306,CLOSED
LN24771,CUST02941,2020-02-20,141640,15.8,60,Auto Loan,3429,ACTIVE
LN24772,CUST08676,2021-08-03,1340880,11.18,24,Business Loan,62607,ACTIVE
LN24773,CUST09078,2021-05-18,679262,17.56,24,Auto Loan,33767,ACTIVE
LN24774,CUST00099,2023-08-14,158737,8.76,240,Personal Loan,1403,ACTIVE
LN24775,CUST05055,2023-11-27,81069,10.15,36,Personal Loan,2621,ACTIVE
LN24776,CUST04834,2021-09-03,2814568,13.13,120,Personal Loan,42240,CLOSED
LN24777,CUST01305,2022-12-17,440004,13.53,48,Education Loan,11920,ACTIVE
LN24778,CUST05999,2024-11-16,2178706,17.31,48,Personal Loan,63216,ACTIVE
LN24779,CUST07584,2021-10-03,2969999,17.6,60,Home Loan,74773,CLOSED
LN24780,CUST04004,2023-06-08,118288,12.11,180,Personal Loan,1428,ACTIVE
LN24781,CUST01587,2023-10-27,234190,9.86,60,Business Loan,4959,CLOSED
LN24782,CUST09192,2022-09-11,1844090,11.04,180,Auto Loan,21006,ACTIVE
LN24783,CUST00464,2021-05-23,237789,17.73,120,Auto Loan,4243,CLOSED
LN24784,CUST09944,2022-03-11,661038,15.88,36,Auto Loan,23200,ACTIVE
LN24785,CUST04000,2020-10-17,118465,12.29,60,Business Loan,2652,DELINQUENT
LN24786,CUST08468,2021-11-30,2242532,14.47,240,Education Loan,28655,ACTIVE
LN24787,CUST09081,2024-12-10,54967,9.8,12,Home Loan,4827,ACTIVE
LN24788,CUST02278,2023-03-01,209482,9.31,48,Education Loan,5243,CLOSED
LN24789,CUST05899,2024-11-01,86610,11.34,180,Personal Loan,1002,ACTIVE
LN24790,CUST06193,2021-04-22,511605,8.89,240,Business Loan,4566,DELINQUENT
LN24791,CUST03854,2022-07-02,305303,14.66,180,Business Loan,4202,ACTIVE
LN24792,CUST06758,2023-02-26,2903879,12.99,120,Auto Loan,43340,ACTIVE
LN24793,CUST08318,2023-09-29,210374,15.86,36,Education Loan,7381,CLOSED
LN24794,CUST01620,2022-03-24,360842,14.57,12,Personal Loan,32495,ACTIVE
LN24795,CUST07741,2024-07-26,1059644,13.17,180,Auto Loan,13525,CLOSED
LN24796,CUST05508,2020-03-22,346232,14.65,120,Business Loan,5511,CLOSED
LN24797,CUST03122,2021-02-02,1997684,10.06,120,Personal Loan,26465,ACTIVE
LN24798,CUST09217,2022-06-04,756143,9.61,12,Personal Loan,66339,DELINQUENT
LN24799,CUST02912,2021-09-13,1217881,16.16,240,Home Loan,17090,DELINQUENT
LN24800,CUST07767,2022-06-06,108329,14.7,48,Personal Loan,2998,ACTIVE
LN24801,CUST00772,2022-03-28,107222,11.42,180,Personal Loan,1247,ACTIVE
LN24802,CUST07015,2024-06-26,178057,12.13,12,Personal Loan,15830,ACTIVE
LN24803,CUST05511,2023-04-08,245296,16.65,36,Education Loan,8702,ACTIVE
LN24804,CUST02099,2021-11-17,683186,16.87,120,Personal Loan,11817,ACTIVE
LN24805,CUST01666,2024-10-30,425262,15.09,240,Business Loan,5628,ACTIVE
LN24806,CUST03584,2023-05-13,274439,12.95,12,Auto Loan,24505,ACTIVE
LN24807,CUST04990,2021-12-13,974492,11.84,48,Education Loan,25585,ACTIVE
LN24808,CUST00929,2020-01-11,2873775,11.79,240,Personal Loan,31223,DELINQUENT
LN24809,CUST05932,2023-05-03,1842112,13.89,60,Auto Loan,42757,DELINQUENT
LN24810,CUST05913,2024-04-15,2448525,12.1,24,Auto Loan,115374,DELINQUENT
LN24811,CUST00019,2021-10-14,365825,11.52,12,Home Loan,32421,ACTIVE
LN24812,CUST07647,2023-11-05,74889,16.68,120,Auto Loan,1286,ACTIVE
LN24813,CUST03161,2023-09-29,77544,16.28,120,Business Loan,1312,DELINQUENT
LN24814,CUST01911,2023-12-01,359117,17.43,12,Business Loan,32826,ACTIVE
LN24815,CUST03882,2023-02-03,274374,11.31,120,Personal Loan,3827,ACTIVE
LN24816,CUST03176,2022-09-27,1681063,16.24,180,Personal Loan,24971,CLOSED
LN24817,CUST07035,2021-12-08,265212,10.34,24,Business Loan,12279,CLOSED
LN24818,CUST05312,2022-11-19,289775,14.93,180,Auto Loan,4041,ACTIVE
LN24819,CUST07986,2020-10-16,1468114,12.45,120,Personal Loan,21446,ACTIVE
LN24820,CUST05192,2024-02-29,279167,16.6,48,Personal Loan,7997,ACTIVE
LN24821,CUST08592,2021-01-01,585443,16.6,24,Home Loan,28833,CLOSED
LN24822,CUST08720,2023-11-23,536373,12.86,24,Education Loan,25464,ACTIVE
LN24823,CUST05356,2021-10-18,637499,9.41,60,Education Loan,13360,ACTIVE
LN24824,CUST01030,2021-03-06,207450,11.9,12,Personal Loan,18421,CLOSED
LN24825,CUST07646,2020-09-16,449795,16.83,60,Business Loan,11137,ACTIVE
LN24826,CUST03960,2020-10-23,392298,15.05,36,Education Loan,13608,DEFAULT
LN24827,CUST01851,2020-04-25,774308,13.59,120,Personal Loan,11832,DELINQUENT
LN24828,CUST06292,2022-03-23,764755,10.51,24,Home Loan,35469,ACTIVE
LN24829,CUST07499,2024-02-25,649360,10.03,24,Home Loan,29973,CLOSED
LN24830,CUST06120,2020-03-26,508380,16.24,60,Home Loan,12427,ACTIVE
LN24831,CUST06883,2024-06-04,152017,16.13,48,Education Loan,4318,ACTIVE
LN24832,CUST08861,2020-02-15,1984073,9.81,24,Education Loan,91381,DELINQUENT
LN24833,CUST05287,2020-05-18,367533,17.95,48,Personal Loan,10786,ACTIVE
LN24834,CUST07020,2022-07-24,1956628,13.86,120,Personal Loan,30215,ACTIVE
LN24835,CUST02873,2021-03-17,1999758,16.11,180,Business Loan,29523,ACTIVE
LN24836,CUST04437,2024-12-24,191053,10.7,60,Business Loan,4125,ACTIVE
LN24837,CUST03443,2022-04-10,2311549,18.3,24,Business Loan,115737,CLOSED
LN24838,CUST07113,2022-09-09,1712956,10.43,180,Home Loan,18860,ACTIVE
LN24839,CUST07161,2020-02-28,752285,12.91,180,Business Loan,9473,DELINQUENT
LN24840,CUST05236,2022-10-14,1366037,14.74,120,Business Loan,21821,ACTIVE
LN24841,CUST05895,2023-09-27,59008,12.44,36,Auto Loan,1972,ACTIVE
LN24842,CUST02618,2024-08-21,110129,12.79,60,Personal Loan,2493,CLOSED
LN24843,CUST06203,2020-03-16,617079,13.37,36,Auto Loan,20901,ACTIVE
LN24844,CUST02667,2021-04-11,485860,10.95,24,Home Loan,22633,CLOSED
LN24845,CUST02658,2023-11-22,136754,11.62,60,Business Loan,3015,ACTIVE
LN24846,CUST04140,2024-03-17,1302291,11.09,120,Education Loan,18005,CLOSED
LN24847,CUST08545,2021-06-09,696603,10.91,120,Auto Loan,9560,ACTIVE
LN24848,CUST03836,2023-06-11,144719,10.28,60,Business Loan,3094,ACTIVE
LN24849,CUST01934,2023-03-18,1643661,12.23,12,Auto Loan,146214,CLOSED
LN24850,CUST06553,2023-03-11,1837475,17.42,24,Home Loan,91220,CLOSED
LN24851,CUST06435,2024-11-15,210713,16.27,48,Education Loan,6000,ACTIVE
LN24852,CUST03674,2021-07-04,251493,16.82,48,Auto Loan,7233,CLOSED
LN24853,CUST04380,2024-04-18,127202,13.51,240,Education Loan,1536,ACTIVE
LN24854,CUST04661,2020-12-21,178989,8.88,48,Education Loan,4443,ACTIVE
LN24855,CUST00024,2024-06-13,735841,14.41,48,Auto Loan,20259,ACTIVE
LN24856,CUST07027,2024-04-20,214389,12.26,60,Business Loan,4797,DEFAULT
LN24857,CUST02206,2022-03-31,558573,11.8,24,Business Loan,26241,ACTIVE
LN24858,CUST03973,2022-04-18,2916686,16.99,12,Education Loan,266001,ACTIVE
LN24859,CUST04215,2022-12-18,717749,18.11,120,Home Loan,12983,ACTIVE
LN24860,CUST00830,2024-12-10,448886,17.87,60,Home Loan,11367,ACTIVE
LN24861,CUST04641,2022-01-17,1958228,10.31,48,Business Loan,49957,DELINQUENT
LN24862,CUST01475,2023-08-27,223591,14.59,48,Personal Loan,6176,ACTIVE
LN24863,CUST04633,2021-05-28,81473,9.46,180,Personal Loan,848,ACTIVE
LN24864,CUST08174,2024-09-07,751081,9.37,24,Business Loan,34440,DEFAULT
LN24865,CUST00979,2020-12-04,66413,18.2,60,Education Loan,1693,ACTIVE
LN24866,CUST01938,2023-07-05,1912325,14.34,240,Auto Loan,24253,DELINQUENT
LN24867,CUST01401,2021-06-02,2251191,11.08,60,Education Loan,49036,CLOSED
LN24868,CUST01568,2024-03-08,360917,12.61,180,Education Loan,4474,ACTIVE
LN24869,CUST04370,2020-08-06,273122,14.22,60,Auto Loan,6386,CLOSED
LN24870,CUST01481,2021-08-07,2177683,9.38,48,Education Loan,54585,CLOSED
LN24871,CUST01873,2023-05-05,127160,16.0,180,Business Loan,1867,ACTIVE
LN24872,CUST09365,2021-01-21,2957881,13.53,12,Business Loan,264925,ACTIVE
LN24873,CUST03959,2020-09-05,2198973,16.33,24,Education Loan,108015,ACTIVE
LN24874,CUST03840,2020-10-27,144435,17.54,48,Home Loan,4208,DELINQUENT
LN24875,CUST04969,2023-03-08,1583150,16.85,36,Business Loan,56325,DELINQUENT
LN24876,CUST01278,2023-05-31,103330,14.08,60,Education Loan,2408,CLOSED
LN24877,CUST09342,2023-01-07,1210864,9.01,240,Home Loan,10902,ACTIVE
LN24878,CUST02206,2023-09-17,499261,11.79,180,Auto Loan,5924,DEFAULT
LN24879,CUST05767,2021-02-06,1730229,14.75,240,Education Loan,22464,ACTIVE
LN24880,CUST09294,2022-08-17,661550,9.69,48,Home Loan,16680,ACTIVE
LN24881,CUST07019,2021-03-29,2255381,17.72,36,Personal Loan,81220,DELINQUENT
LN24882,CUST07357,2022-10-17,199052,17.09,60,Education Loan,4956,ACTIVE
LN24883,CUST00907,2024-03-08,2102885,12.74,120,Personal Loan,31076,ACTIVE
LN24884,CUST05908,2024-04-28,872827,13.91,120,Business Loan,13504,DELINQUENT
LN24885,CUST00345,2021-12-17,2773073,16.23,180,Home Loan,41173,ACTIVE
LN24886,CUST00830,2022-03-13,572978,8.89,24,Personal Loan,26147,ACTIVE
LN24887,CUST07602,2021-01-09,297989,14.52,36,Auto Loan,10259,CLOSED
LN24888,CUST05631,2022-12-30,773112,16.78,120,Home Loan,13328,CLOSED
LN24889,CUST07356,2024-07-11,591124,12.02,36,Auto Loan,19639,ACTIVE
LN24890,CUST05295,2022-08-28,198806,15.19,60,Education Loan,4749,DELINQUENT
LN24891,CUST01724,2020-09-04,2775247,8.7,24,Home Loan,126404,ACTIVE
LN24892,CUST01475,2021-09-10,689203,12.06,24,Personal Loan,32462,ACTIVE
LN24893,CUST03463,2020-09-13,267369,11.03,24,Auto Loan,12465,ACTIVE
LN24894,CUST05168,2023-10-12,192322,13.1,120,Auto Loan,2882,DELINQUENT
LN24895,CUST01511,2022-11-24,489155,13.14,180,Auto Loan,6234,DELINQUENT
LN24896,CUST04271,2021-12-25,2595161,17.67,120,Education Loan,46211,DELINQUENT
LN24897,CUST05088,2020-02-12,1075797,9.41,60,Education Loan,22546,DEFAULT
LN24898,CUST07590,2022-09-26,2427429,14.53,120,Personal Loan,38467,ACTIVE
LN24899,CUST08539,2024-11-19,758494,10.87,12,Education Loan,66990,CLOSED
LN24900,CUST01637,2022-07-02,232090,9.28,240,Business Loan,2130,DELINQUENT
LN24901,CUST01489,2024-12-31,1221077,11.12,48,Auto Loan,31630,ACTIVE
LN24902,CUST06402,2022-03-16,617211,13.56,240,Home Loan,7478,CLOSED
LN24903,CUST04421,2020-09-14,1701207,11.76,180,Personal Loan,20155,ACTIVE
LN24904,CUST07238,2020-02-19,418950,14.43,120,Business Loan,6613,CLOSED
LN24905,CUST04774,2021-01-25,1472384,10.03,240,Business Loan,14238,ACTIVE
LN24906,CUST03868,2021-06-16,182802,14.18,36,Auto Loan,6263,ACTIVE
LN24907,CUST08517,2024-10-07,721895,16.84,60,Personal Loan,17878,ACTIVE
LN24908,CUST03817,2023-02-27,291069,11.15,60,Home Loan,6350,CLOSED
LN24909,CUST00797,2023-04-01,2850584,10.18,180,Home Loan,30947,DELINQUENT
LN24910,CUST05202,2021-03-18,2506615,14.45,24,Home Loan,120883,ACTIVE
LN24911,CUST05212,2022-10-01,626997,14.57,60,Business Loan,14775,CLOSED
LN24912,CUST03037,2023-12-29,769993,13.58,180,Business Loan,10037,ACTIVE
LN24913,CUST04819,2024-12-26,288412,9.31,24,Education Loan,13217,CLOSED
LN24914,CUST07223,2022-08-14,733752,8.9,180,Home Loan,7398,DELINQUENT
LN24915,CUST01641,2022-06-14,1436864,9.63,240,Personal Loan,13515,ACTIVE
LN24916,CUST00948,2021-10-03,1329204,9.72,120,Home Loan,17360,CLOSED
LN24917,CUST00538,2020-06-28,1273691,11.12,36,Business Loan,41771,ACTIVE
LN24918,CUST07719,2023-12-10,502376,12.07,12,Home Loan,44651,ACTIVE
LN24919,CUST06441,2021-01-29,125389,11.91,12,Personal Loan,11135,ACTIVE
LN24920,CUST01002,2022-12-14,1942189,18.17,48,Education Loan,57224,ACTIVE
LN24921,CUST05244,2020-07-17,2149806,12.68,60,Personal Loan,48563,CLOSED
LN24922,CUST00594,2021-09-08,75801,12.29,24,Personal Loan,3578,DELINQUENT
LN24923,CUST08216,2023-02-12,1343294,15.7,240,Home Loan,18386,CLOSED
LN24924,CUST02469,2022-04-23,812146,16.71,180,Education Loan,12332,CLOSED
LN24925,CUST02749,2024-10-18,314212,12.15,12,Business Loan,27939,DELINQUENT
LN24926,CUST05096,2021-01-09,618959,8.82,24,Personal Loan,28225,ACTIVE
LN24927,CUST05283,2023-02-16,1122679,10.59,48,Auto Loan,28793,ACTIVE
LN24928,CUST02270,2023-01-13,1907620,10.59,60,Business Loan,41087,ACTIVE
LN24929,CUST08531,2024-09-08,586599,12.39,240,Education Loan,6619,CLOSED
LN24930,CUST03433,2022-06-15,1433910,18.07,240,Home Loan,22206,CLOSED
LN24931,CUST01338,2023-04-13,2860172,17.83,48,Business Loan,83763,ACTIVE
LN24932,CUST01295,2023-03-30,1031955,10.86,120,Education Loan,14133,ACTIVE
LN24933,CUST02964,2020-05-10,2333485,10.04,12,Auto Loan,205193,DELINQUENT
LN24934,CUST05892,2023-10-08,710650,12.55,48,Business Loan,18906,ACTIVE
LN24935,CUST01032,2021-02-03,824302,14.6,60,Auto Loan,19437,ACTIVE
LN24936,CUST06131,2023-04-26,1410320,8.79,24,Home Loan,64294,ACTIVE
LN24937,CUST08636,2020-05-28,1983360,15.49,120,Home Loan,32596,ACTIVE
LN24938,CUST00351,2021-12-25,481158,10.7,48,Business Loan,12365,ACTIVE
LN24939,CUST08269,2023-06-02,575431,16.64,12,Business Loan,52383,CLOSED
LN24940,CUST05924,2020-08-22,170831,14.17,36,Personal Loan,5852,ACTIVE
LN24941,CUST09092,2023-04-24,500137,14.75,180,Home Loan,6914,DEFAULT
LN24942,CUST02055,2023-08-11,125137,14.77,48,Personal Loan,3468,ACTIVE
LN24943,CUST09333,2022-03-23,192826,17.1,12,Education Loan,17595,ACTIVE
LN24944,CUST06000,2020-09-15,1446996,9.28,24,Education Loan,66291,ACTIVE
LN24945,CUST03677,2023-06-01,2621503,9.26,24,Education Loan,120075,ACTIVE
LN24946,CUST07160,2024-10-05,183373,12.23,48,Business Loan,4849,ACTIVE
LN24947,CUST01025,2023-10-27,268416,8.63,120,Auto Loan,3346,DELINQUENT
LN24948,CUST03283,2021-11-19,554054,13.14,240,Education Loan,6546,ACTIVE
LN24949,CUST08061,2021-05-20,95574,14.04,240,Personal Loan,1191,ACTIVE
LN24950,CUST00835,2021-01-14,206700,12.78,48,Personal Loan,5522,DEFAULT
LN24951,CUST04513,2024-05-18,736115,12.21,180,Home Loan,8934,ACTIVE
LN24952,CUST00872,2020-12-26,85550,18.48,24,Home Loan,4290,CLOSED
LN24953,CUST00126,2022-05-07,111535,13.41,60,Business Loan,2561,ACTIVE
LN24954,CUST00097,2022-02-10,1048356,14.48,48,Home Loan,28900,DELINQUENT
LN24955,CUST00442,2022-01-09,160139,14.73,48,Personal Loan,4434,DELINQUENT
LN24956,CUST05512,2023-07-02,2904806,14.0,36,Personal Loan,99279,CLOSED
LN24957,CUST03353,2024-03-16,656925,11.06,12,Auto Loan,58078,ACTIVE
LN24958,CUST03323,2024-12-31,780980,14.3,12,Personal Loan,70232,ACTIVE
LN24959,CUST08884,2024-04-07,177756,9.78,120,Auto Loan,2327,ACTIVE
LN24960,CUST09117,2023-03-04,677747,9.1,12,Personal Loan,59301,ACTIVE
LN24961,CUST02228,2020-04-20,104981,16.0,12,Personal Loan,9525,CLOSED
LN24962,CUST04801,2020-04-14,331381,12.32,48,Home Loan,8778,CLOSED
LN24963,CUST05891,2020-03-18,2437938,10.78,24,Business Loan,113378,ACTIVE
LN24964,CUST04875,2022-09-17,324160,10.03,12,Home Loan,28503,CLOSED
LN24965,CUST05170,2024-09-23,775630,15.72,120,Business Loan,12857,ACTIVE
LN24966,CUST07043,2022-03-08,2578092,10.6,12,Business Loan,227375,ACTIVE
LN24967,CUST08654,2022-05-08,781454,13.21,240,Auto Loan,9272,ACTIVE
LN24968,CUST03667,2020-12-01,284964,15.24,240,Auto Loan,3803,DEFAULT
LN24969,CUST09729,2022-06-29,100486,18.01,24,Personal Loan,5017,CLOSED
LN24970,CUST04421,2023-05-18,459908,15.25,48,Business Loan,12857,ACTIVE
LN24971,CUST08880,2022-04-26,2617413,8.6,180,Business Loan,25928,DELINQUENT
LN24972,CUST00054,2024-09-26,204025,11.41,36,Business Loan,6719,CLOSED
LN24973,CUST02297,2023-04-23,1128570,15.86,48,Education Loan,31903,ACTIVE
LN24974,CUST00243,2020-10-02,1122758,8.9,240,Business Loan,10029,CLOSED
LN24975,CUST00600,2021-06-15,507526,11.99,240,Education Loan,5584,CLOSED
LN24976,CUST07487,2024-12-15,751286,16.41,36,Education Loan,26565,ACTIVE
LN24977,CUST07031,2022-11-28,795757,16.64,12,Business Loan,72440,ACTIVE
LN24978,CUST03715,2020-12-27,709489,14.14,60,Business Loan,16560,DEFAULT
LN24979,CUST09824,2021-05-12,216688,15.97,48,Education Loan,6137,DELINQUENT
LN24980,CUST05040,2024-06-27,248439,13.59,240,Home Loan,3015,ACTIVE
LN24981,CUST03989,2022-01-12,2559880,16.49,120,Education Loan,43666,CLOSED
LN24982,CUST00664,2022-06-08,277092,9.14,24,Education Loan,12676,ACTIVE
LN24983,CUST05370,2023-11-23,502943,13.52,120,Home Loan,7664,ACTIVE
LN24984,CUST06698,2024-07-29,705042,17.09,24,Education Loan,34889,ACTIVE
LN24985,CUST04545,2024-01-10,796512,16.66,240,Education Loan,11477,ACTIVE
LN24986,CUST04113,2023-11-22,2298520,17.37,180,Auto Loan,35978,ACTIVE
LN24987,CUST05637,2021-04-05,2071153,14.25,60,Auto Loan,48460,ACTIVE
LN24988,CUST01092,2020-09-13,638279,13.66,36,Personal Loan,21709,ACTIVE
LN24989,CUST02820,2021-09-02,261169,15.41,240,Education Loan,3518,ACTIVE
LN24990,CUST02382,2024-04-05,464678,15.69,12,Business Loan,42092,DELINQUENT
